Transaction_ID,Date,Sales_Rep,Branch_Code,Region,Product,Lead_Source,Customer_Segment,Customer_Age,Account_Tenure_Months,Revenue,Processing_Fee,Discount_Applied,Target_Achieved,CSAT_Score
TRX-10616,15-11-25 0:00,Alex,BR-009,South,Wealth Management,Social Media,SME,44,30,43532.94,89.04,59.16,Yes,3
TRX-10617,10-03-26 0:00,Drew,BR-010,North,Wealth Management,Email Campaign,SME,36,112,36972.91,322.45,177.64,Yes,2
TRX-10618,18-04-26 0:00,Jamie,BR-004,West,Credit Card,Walk-in,SME,33,18,25301.49,75.69,168.12,Yes,4
TRX-10619,22-07-26 0:00,Taylor,BR-009,Central,Personal Loan,Referral,SME,45,119,28851.65,352.77,94.58,No,1
TRX-10620,09-05-26 0:00,Morgan,BR-005,South,Mortgage,Website,Retail,74,17,7292.74,288.69,7.82,Yes,5
TRX-10621,22-12-25 0:00,Jordan,BR-010,Central,Credit Card,Walk-in,Retail,74,38,46914.24,348.25,127.71,No,2
TRX-10622,28-03-26 0:00,Jamie,BR-009,West,Credit Card,Website,High Net Worth,72,14,17920.52,315.58,15.18,No,1
TRX-10623,01-04-26 0:00,Jordan,BR-003,West,Wealth Management,Social Media,Corporate,74,87,22584.39,240.22,185.26,Yes,3
TRX-10624,04-09-25 0:00,Casey,BR-015,East,Credit Card,Referral,SME,24,89,33747.18,140.39,192.33,Yes,5
TRX-10625,07-01-26 0:00,Jordan,BR-004,South,Credit Card,Referral,High Net Worth,31,79,17028.17,187.57,56.85,Yes,4
TRX-10626,13-06-26 0:00,Casey,BR-009,West,Credit Card,Social Media,Retail,52,110,13085.83,286.03,135.28,No,3
TRX-10627,12-06-26 0:00,Sam,BR-010,East,Wealth Management,Referral,Retail,69,56,31736.94,343.34,18.45,Yes,5
TRX-10628,23-11-25 0:00,Jamie,BR-011,East,Mortgage,Email Campaign,Corporate,27,22,1736.71,400.77,145.9,No,2
TRX-10629,03-12-25 0:00,Jamie,BR-006,Central,Mortgage,Website,Corporate,66,67,36175.89,395.23,69.46,Yes,1
TRX-10630,01-03-26 0:00,Alex,BR-002,Central,Credit Card,Walk-in,Corporate,31,56,25944.16,487.71,136.21,No,1
TRX-10631,19-09-25 0:00,Morgan,BR-007,East,Wealth Management,Social Media,High Net Worth,48,119,30484.81,178.63,111.87,No,5
TRX-10632,30-12-25 0:00,Casey,BR-002,Central,Mortgage,Email Campaign,Retail,74,19,31778.07,82,29.11,Yes,3
TRX-10633,04-01-26 0:00,Alex,BR-011,West,Mortgage,Walk-in,Retail,61,57,26588.98,205.55,81.22,Yes,4
TRX-10634,14-05-26 0:00,Jordan,BR-002,North,Mortgage,Walk-in,Corporate,43,44,29335.42,384.48,22.53,Yes,2
TRX-10635,06-04-26 0:00,Jordan,BR-011,West,Wealth Management,Social Media,SME,65,98,34347.52,247.15,115.38,Yes,5
TRX-10636,24-04-26 0:00,Alex,BR-001,East,Wealth Management,Email Campaign,Corporate,43,35,37779.38,418,8.19,Yes,2
TRX-10637,31-03-26 0:00,Jamie,BR-011,East,Credit Card,Walk-in,High Net Worth,70,114,36508.89,297.2,158.19,No,1
TRX-10638,23-10-25 0:00,Jordan,BR-011,West,Auto Loan,Walk-in,Corporate,48,1,43546.01,468.41,177.27,Yes,4
TRX-10639,24-09-25 0:00,Drew,BR-012,Central,Mortgage,Email Campaign,Corporate,63,52,9877.45,476.54,167.57,No,2
TRX-10640,01-09-25 0:00,Sam,BR-011,Central,Auto Loan,Referral,High Net Worth,67,85,20356.82,81.19,264.84,No,5
TRX-10641,03-11-25 0:00,Sam,BR-003,East,Wealth Management,Walk-in,Corporate,46,93,47415.91,255.39,184.41,Yes,4
TRX-10642,26-09-25 0:00,Drew,BR-006,South,Wealth Management,Website,Retail,45,70,20131.23,324.36,20.91,No,3
TRX-10643,17-07-26 0:00,Alex,BR-008,Central,Wealth Management,Email Campaign,SME,74,37,6681.07,165.14,25.75,Yes,5
TRX-10644,11-06-26 0:00,Drew,BR-009,West,Auto Loan,Walk-in,Corporate,49,65,26509.53,233.18,111.4,No,2
TRX-10645,14-02-26 0:00,Casey,BR-007,Central,Wealth Management,Social Media,High Net Worth,39,51,5919.8,354.96,268.18,Yes,4
TRX-10646,10-08-25 0:00,Casey,BR-004,West,Credit Card,Website,SME,53,1,10541.24,152.03,194.87,Yes,5
TRX-10647,09-04-26 0:00,Alex,BR-006,East,Wealth Management,Walk-in,High Net Worth,56,91,49916.78,320.89,13.88,Yes,4
TRX-10648,22-02-26 0:00,Drew,BR-005,Central,Personal Loan,Website,SME,34,21,27297.45,363.85,71.15,Yes,4
TRX-10649,20-05-26 0:00,Casey,BR-008,West,Auto Loan,Website,SME,34,53,14560.89,90.72,42.58,Yes,4
TRX-10650,01-11-25 0:00,Jamie,BR-001,East,Personal Loan,Referral,Corporate,55,16,49741.36,273.89,151.19,Yes,2
TRX-10651,25-10-25 0:00,Drew,BR-001,South,Wealth Management,Website,Retail,50,108,48344.67,168.39,128.04,Yes,5
TRX-10652,14-06-26 0:00,Jamie,BR-013,West,Credit Card,Referral,Corporate,48,61,22316.58,375.97,23.98,No,1
TRX-10653,08-12-25 0:00,Casey,BR-015,South,Mortgage,Email Campaign,High Net Worth,37,54,13389.95,135.3,145.05,Yes,1
TRX-10654,22-05-26 0:00,Sam,BR-011,South,Wealth Management,Referral,High Net Worth,23,40,42000.78,451.51,205.64,Yes,2
TRX-10655,29-12-25 0:00,Casey,BR-006,North,Credit Card,Social Media,SME,36,26,35923.23,243.92,155.8,No,2
TRX-10656,06-10-25 0:00,Jamie,BR-010,Central,Auto Loan,Walk-in,SME,66,80,34503.6,139.1,4.01,No,4
TRX-10657,30-09-25 0:00,Taylor,BR-012,West,Personal Loan,Email Campaign,Retail,50,92,44709.13,247.11,178.09,No,5
TRX-10658,20-03-26 0:00,Morgan,BR-002,South,Personal Loan,Email Campaign,Corporate,72,65,34626.15,233.93,113.86,Yes,5
TRX-10659,12-06-26 0:00,Jordan,BR-005,North,Personal Loan,Social Media,High Net Worth,49,100,14548,243.01,243.57,Yes,3
TRX-10660,26-03-26 0:00,Drew,BR-001,East,Auto Loan,Referral,SME,65,74,34846.23,313.5,161.59,Yes,3
TRX-10661,20-09-25 0:00,Taylor,BR-007,West,Credit Card,Walk-in,Retail,35,64,15637.77,284.53,37.97,Yes,1
TRX-10662,24-11-25 0:00,Casey,BR-001,South,Auto Loan,Referral,High Net Worth,66,43,38082.33,117.4,33.04,No,3
TRX-10663,08-09-25 0:00,Sam,BR-004,Central,Personal Loan,Website,SME,45,17,31177.52,79.51,144.26,Yes,3
TRX-10664,25-04-26 0:00,Alex,BR-009,North,Wealth Management,Referral,High Net Worth,71,59,4331.87,378.24,46.94,No,1
TRX-10665,30-09-25 0:00,Casey,BR-001,South,Mortgage,Email Campaign,Retail,58,23,25885.35,301.87,169.99,Yes,1
TRX-10666,21-09-25 0:00,Sam,BR-004,Central,Auto Loan,Walk-in,Retail,62,7,17493.4,211.55,145.24,No,3
TRX-10667,19-11-25 0:00,Morgan,BR-006,South,Auto Loan,Referral,High Net Worth,67,44,16764.25,413.76,252.56,Yes,5
TRX-10668,14-02-26 0:00,Casey,BR-006,West,Credit Card,Walk-in,Corporate,73,53,30311.69,224.63,59.8,No,3
TRX-10669,29-10-25 0:00,Jamie,BR-012,West,Credit Card,Walk-in,High Net Worth,74,71,16455.08,408.18,94.98,No,4
TRX-10670,20-05-26 0:00,Alex,BR-015,West,Auto Loan,Website,SME,72,108,38956.24,187.59,134.24,No,4
TRX-10671,06-04-26 0:00,Sam,BR-013,North,Personal Loan,Website,Corporate,58,79,4004.18,82.78,6.29,Yes,4
TRX-10672,07-04-26 0:00,Sam,BR-008,West,Mortgage,Email Campaign,SME,43,34,33189.22,469.69,145.3,Yes,2
TRX-10673,03-06-26 0:00,Sam,BR-001,Central,Credit Card,Social Media,High Net Worth,45,46,40555.14,227.55,250.74,No,4
TRX-10674,31-08-25 0:00,Morgan,BR-007,South,Personal Loan,Walk-in,Corporate,62,109,33805.17,406.71,83.03,Yes,5
TRX-10675,15-05-26 0:00,Casey,BR-001,East,Wealth Management,Social Media,SME,27,68,25112.85,175.61,152.98,Yes,2
TRX-10676,19-08-25 0:00,Morgan,BR-013,Central,Credit Card,Email Campaign,High Net Worth,42,78,47540.2,340.86,52.38,Yes,2
TRX-10677,21-01-26 0:00,Drew,BR-014,Central,Personal Loan,Walk-in,High Net Worth,37,78,15346.96,442.99,96.68,Yes,4
TRX-10678,13-12-25 0:00,Jordan,BR-007,West,Personal Loan,Walk-in,Corporate,38,16,1448.81,68.74,194.86,Yes,3
TRX-10679,26-04-26 0:00,Jordan,BR-003,North,Mortgage,Social Media,High Net Worth,69,71,21883.47,423.79,295.91,Yes,1
TRX-10680,18-06-26 0:00,Drew,BR-011,South,Mortgage,Referral,Retail,61,96,2134.09,307.1,102.52,Yes,3
TRX-10681,22-09-25 0:00,Casey,BR-008,North,Wealth Management,Website,SME,30,19,47719.87,323.36,186.85,Yes,3
TRX-10682,12-01-26 0:00,Jamie,BR-003,South,Personal Loan,Referral,SME,30,2,10890.94,285.42,104.55,Yes,2
TRX-10683,15-09-25 0:00,Morgan,BR-014,South,Personal Loan,Social Media,High Net Worth,27,10,39551.89,443.51,87.48,Yes,2
TRX-10684,25-10-25 0:00,Alex,BR-014,North,Mortgage,Website,High Net Worth,68,50,38841.32,69.55,80.07,Yes,2
TRX-10685,21-01-26 0:00,Sam,BR-013,Central,Credit Card,Referral,Retail,70,81,11277.58,167.46,185.9,No,5
TRX-10686,18-07-26 0:00,Sam,BR-001,South,Credit Card,Website,Corporate,58,101,31250.71,444.09,34.49,No,5
TRX-10687,05-07-26 0:00,Casey,BR-013,North,Auto Loan,Walk-in,High Net Worth,47,12,2879.91,388.56,173.9,No,1
TRX-10688,28-04-26 0:00,Jamie,BR-013,South,Mortgage,Referral,High Net Worth,72,70,24436.94,57.94,166.66,No,2
TRX-10689,17-07-26 0:00,Jordan,BR-014,East,Auto Loan,Website,High Net Worth,53,22,1225.03,282.65,221.88,Yes,4
TRX-10690,24-02-26 0:00,Jordan,BR-008,Central,Mortgage,Website,High Net Worth,21,32,46096.62,288.31,149.77,No,2
TRX-10691,08-02-26 0:00,Sam,BR-003,West,Wealth Management,Website,SME,64,105,48816.26,230.4,54.46,Yes,5
TRX-10692,26-12-25 0:00,Casey,BR-002,South,Personal Loan,Referral,High Net Worth,73,84,11503,183.83,50.82,Yes,2
TRX-10693,17-12-25 0:00,Morgan,BR-001,East,Wealth Management,Email Campaign,SME,54,1,10801.25,356.78,124.16,Yes,5
TRX-10694,16-07-26 0:00,Jordan,BR-014,West,Mortgage,Referral,High Net Worth,24,54,37809.15,143.51,215.7,Yes,2
TRX-10695,23-12-25 0:00,Morgan,BR-003,West,Personal Loan,Social Media,Corporate,37,111,13042.28,409.53,113.9,Yes,4
TRX-10696,30-04-26 0:00,Jamie,BR-015,South,Credit Card,Referral,Retail,24,117,44806.29,411.37,147.67,Yes,1
TRX-10697,26-08-25 0:00,Jordan,BR-002,North,Credit Card,Website,Corporate,63,58,28909.49,236.87,28.3,No,4
TRX-10698,05-09-25 0:00,Jordan,BR-002,South,Auto Loan,Walk-in,High Net Worth,74,70,17863.49,177.6,264.74,Yes,5
TRX-10699,01-08-25 0:00,Taylor,BR-006,East,Mortgage,Referral,High Net Worth,46,83,41718.34,177.75,174.72,Yes,3
TRX-10700,25-11-25 0:00,Jordan,BR-012,West,Mortgage,Referral,High Net Worth,24,18,24923.63,267.03,38.06,Yes,4
TRX-10701,02-07-26 0:00,Drew,BR-001,South,Credit Card,Website,Corporate,21,6,45625.83,373.81,92.39,Yes,2
TRX-10702,19-05-26 0:00,Alex,BR-002,North,Wealth Management,Walk-in,High Net Worth,27,45,46436.7,211.49,253.44,Yes,1
TRX-10703,13-07-26 0:00,Drew,BR-014,South,Personal Loan,Walk-in,Corporate,50,97,8688.3,324.52,179.51,No,2
TRX-10704,18-08-25 0:00,Casey,BR-006,Central,Wealth Management,Social Media,SME,70,23,615.01,222.12,52.93,Yes,2
TRX-10705,15-06-26 0:00,Casey,BR-003,North,Wealth Management,Referral,Retail,29,23,49204.58,187.04,142.25,Yes,4
TRX-10706,25-06-26 0:00,Morgan,BR-015,East,Credit Card,Walk-in,Retail,55,26,45353.81,61.19,20,Yes,1
TRX-10707,02-04-26 0:00,Drew,BR-004,West,Credit Card,Walk-in,Corporate,28,77,3244.54,51.76,6.71,Yes,3
TRX-10708,18-03-26 0:00,Drew,BR-001,South,Credit Card,Email Campaign,SME,44,7,41735.2,152.24,112.08,No,2
TRX-10709,06-04-26 0:00,Drew,BR-008,North,Auto Loan,Email Campaign,Corporate,39,79,23161.34,232.88,138.97,Yes,1
TRX-10710,30-06-26 0:00,Jamie,BR-013,Central,Wealth Management,Walk-in,SME,56,44,13318.6,433.07,159.16,No,3
TRX-10711,05-07-26 0:00,Jordan,BR-007,North,Mortgage,Social Media,High Net Worth,70,27,43997.95,409.32,102.06,No,2
TRX-10712,10-01-26 0:00,Alex,BR-007,Central,Personal Loan,Walk-in,SME,72,26,10235.03,170.22,1.31,No,1
TRX-10713,16-12-25 0:00,Morgan,BR-003,East,Auto Loan,Website,SME,63,97,47391.35,160.04,95.9,No,4
TRX-10714,25-05-26 0:00,Drew,BR-010,West,Mortgage,Referral,SME,47,79,10678.26,152.29,3.17,Yes,2
TRX-10715,25-08-25 0:00,Drew,BR-010,East,Wealth Management,Social Media,Retail,52,36,30877.32,202.66,18.4,Yes,2
TRX-10716,14-04-26 0:00,Taylor,BR-003,South,Credit Card,Website,SME,34,109,11542.77,274.19,65.34,Yes,1
TRX-10717,08-07-26 0:00,Morgan,BR-014,North,Wealth Management,Social Media,High Net Worth,38,55,27510.6,247.4,131.15,No,2
TRX-10718,02-09-25 0:00,Drew,BR-002,Central,Personal Loan,Website,High Net Worth,48,64,34356.77,148.22,83.84,No,3
TRX-10719,20-02-26 0:00,Morgan,BR-012,Central,Auto Loan,Referral,High Net Worth,49,91,9916.28,108.7,174.56,No,2
TRX-10720,04-05-26 0:00,Jordan,BR-001,North,Auto Loan,Referral,SME,36,57,26283.85,55.66,11.07,No,5
TRX-10721,29-11-25 0:00,Taylor,BR-007,North,Personal Loan,Email Campaign,Corporate,55,69,23718.46,119.28,28.92,Yes,3
TRX-10722,12-07-26 0:00,Morgan,BR-007,South,Mortgage,Website,Corporate,67,61,4016.35,367.41,139.05,Yes,1
TRX-10723,20-11-25 0:00,Alex,BR-012,East,Mortgage,Email Campaign,High Net Worth,51,2,41006.24,159.64,42.64,Yes,3
TRX-10724,25-09-25 0:00,Alex,BR-002,Central,Auto Loan,Website,Retail,24,55,17116.28,260.87,127.96,No,5
TRX-10725,07-03-26 0:00,Casey,BR-007,South,Auto Loan,Email Campaign,Corporate,57,97,28941.82,316.09,10.94,No,5
TRX-10726,10-06-26 0:00,Taylor,BR-013,East,Credit Card,Referral,SME,37,80,25981.82,449.08,81.48,No,2
TRX-10727,08-01-26 0:00,Taylor,BR-008,South,Mortgage,Social Media,Corporate,59,87,25906.39,449.98,35.48,No,2
TRX-10728,25-09-25 0:00,Casey,BR-001,Central,Personal Loan,Email Campaign,High Net Worth,68,38,5807.51,385.58,32.89,No,4
TRX-10729,13-08-25 0:00,Morgan,BR-009,North,Mortgage,Website,Retail,66,119,21462.36,65.82,113.41,No,3
TRX-10730,04-10-25 0:00,Taylor,BR-007,North,Credit Card,Website,Corporate,46,80,22892.15,308.78,185.67,No,4
TRX-10731,14-10-25 0:00,Alex,BR-003,East,Auto Loan,Referral,Corporate,68,78,36815.32,403.96,10.96,Yes,5
TRX-10732,13-09-25 0:00,Alex,BR-008,West,Auto Loan,Website,High Net Worth,59,29,42080.93,57.78,126.46,No,2
TRX-10733,29-12-25 0:00,Drew,BR-007,East,Credit Card,Walk-in,Retail,61,26,27476.62,297.36,141.51,Yes,2
TRX-10734,18-05-26 0:00,Jordan,BR-011,West,Personal Loan,Social Media,Retail,24,35,4795.76,435.99,92.54,No,2
TRX-10735,12-11-25 0:00,Taylor,BR-015,South,Auto Loan,Email Campaign,High Net Worth,50,79,12224.05,263.35,241.95,Yes,1
TRX-10736,03-01-26 0:00,Morgan,BR-013,South,Wealth Management,Social Media,SME,50,67,8664.23,51.85,35.93,Yes,5
TRX-10737,30-05-26 0:00,Casey,BR-008,Central,Auto Loan,Referral,Corporate,42,87,6668.45,54.96,191.92,No,2
TRX-10738,16-10-25 0:00,Casey,BR-006,West,Wealth Management,Email Campaign,SME,31,29,18612.02,237.49,77.03,Yes,5
TRX-10739,12-01-26 0:00,Morgan,BR-009,Central,Credit Card,Email Campaign,Corporate,22,34,11854.98,119.75,68.31,No,2
TRX-10740,22-09-25 0:00,Jamie,BR-015,North,Credit Card,Walk-in,Corporate,64,97,11306,349,174.92,Yes,3
TRX-10741,03-10-25 0:00,Sam,BR-005,West,Auto Loan,Referral,SME,32,41,3207.31,368.96,112.77,Yes,5
TRX-10742,18-11-25 0:00,Jordan,BR-003,East,Mortgage,Website,High Net Worth,50,41,1374.67,130.05,154.94,Yes,4
TRX-10743,29-05-26 0:00,Casey,BR-003,North,Wealth Management,Walk-in,High Net Worth,56,23,5587.03,449.84,218.1,Yes,1
TRX-10744,22-10-25 0:00,Taylor,BR-001,North,Personal Loan,Walk-in,Corporate,38,71,9023.78,248.86,115.97,Yes,4
TRX-10745,22-06-26 0:00,Jordan,BR-012,East,Auto Loan,Social Media,High Net Worth,46,3,21833.69,114.28,48.75,Yes,5
TRX-10746,18-08-25 0:00,Taylor,BR-015,North,Personal Loan,Social Media,Corporate,73,58,25770.75,393.91,134.84,Yes,2
TRX-10747,22-05-26 0:00,Jamie,BR-008,West,Auto Loan,Social Media,High Net Worth,27,32,7459.3,405.49,40.04,Yes,5
TRX-10748,24-02-26 0:00,Alex,BR-002,Central,Mortgage,Walk-in,Corporate,21,31,21526.78,337.68,161.17,Yes,1
TRX-10749,04-03-26 0:00,Jordan,BR-003,North,Mortgage,Website,High Net Worth,46,82,17416.57,434.06,296.92,No,5
TRX-10750,06-02-26 0:00,Drew,BR-008,West,Mortgage,Email Campaign,Retail,43,43,9579.47,381.82,75.48,Yes,2
TRX-10751,27-12-25 0:00,Casey,BR-014,South,Mortgage,Social Media,SME,46,7,838.62,446.99,88.95,Yes,4
TRX-10752,12-06-26 0:00,Jordan,BR-008,West,Credit Card,Website,Retail,65,105,23617.38,245.25,9.29,No,3
TRX-10753,28-07-26 0:00,Jordan,BR-014,Central,Credit Card,Referral,SME,26,1,34439.76,386.42,2.75,Yes,4
TRX-10754,08-07-26 0:00,Jordan,BR-011,West,Wealth Management,Social Media,SME,26,61,11700.73,499.89,184.28,No,2
TRX-10755,05-07-26 0:00,Sam,BR-004,East,Personal Loan,Email Campaign,Corporate,64,14,7024.44,376.22,25.72,No,2
TRX-10756,07-06-26 0:00,Jordan,BR-004,Central,Auto Loan,Referral,SME,28,52,44408.62,101.38,89.16,No,1
TRX-10757,14-07-26 0:00,Taylor,BR-005,South,Auto Loan,Referral,Retail,44,96,14113.73,283.24,163.07,Yes,5
TRX-10758,15-11-25 0:00,Alex,BR-006,East,Credit Card,Email Campaign,Retail,42,6,11568.82,314.31,177.86,No,5
TRX-10759,06-07-26 0:00,Jamie,BR-005,West,Auto Loan,Social Media,High Net Worth,39,103,42926.3,128.39,155.82,No,4
TRX-10760,22-05-26 0:00,Morgan,BR-014,Central,Credit Card,Walk-in,Retail,57,10,40946.8,483.3,113.01,Yes,3
TRX-10761,09-04-26 0:00,Jordan,BR-015,South,Wealth Management,Email Campaign,High Net Worth,38,71,22693.15,129.01,200.91,Yes,3
TRX-10762,31-08-25 0:00,Casey,BR-007,East,Personal Loan,Email Campaign,SME,51,90,24717.32,129.9,192.28,Yes,1
TRX-10763,05-11-25 0:00,Jordan,BR-002,South,Wealth Management,Email Campaign,Retail,57,98,11278.56,461.83,120.53,No,2
TRX-10764,24-11-25 0:00,Casey,BR-007,West,Mortgage,Referral,SME,50,30,4375.93,259.34,111.9,Yes,1
TRX-10765,26-10-25 0:00,Taylor,BR-010,South,Mortgage,Website,Retail,62,100,28884.88,78.43,2.91,No,5
TRX-10766,26-07-26 0:00,Casey,BR-007,North,Mortgage,Walk-in,Retail,53,21,5368.07,319.18,16.19,Yes,2
TRX-10767,22-04-26 0:00,Drew,BR-001,East,Wealth Management,Social Media,High Net Worth,30,60,22739.09,320.82,173.14,No,1
TRX-10768,27-12-25 0:00,Morgan,BR-007,South,Auto Loan,Social Media,SME,57,81,47054.61,79.03,187.25,Yes,4
TRX-10769,08-12-25 0:00,Alex,BR-005,West,Personal Loan,Website,Retail,32,97,47665.3,487.64,173.34,Yes,5
TRX-10770,13-01-26 0:00,Casey,BR-003,West,Mortgage,Email Campaign,Corporate,74,74,12346.95,294.81,196.52,Yes,3
TRX-10771,08-06-26 0:00,Casey,BR-013,South,Mortgage,Walk-in,SME,50,115,31393.61,301.91,105.57,Yes,1
TRX-10772,23-08-25 0:00,Alex,BR-003,West,Mortgage,Social Media,SME,47,63,23966.78,284.05,157.59,Yes,5
TRX-10773,18-03-26 0:00,Morgan,BR-004,Central,Personal Loan,Social Media,SME,59,111,43846.41,324.83,168.08,Yes,5
TRX-10774,12-11-25 0:00,Jordan,BR-013,Central,Mortgage,Email Campaign,High Net Worth,29,42,13935.83,168.93,194.42,Yes,3
TRX-10775,08-06-26 0:00,Casey,BR-012,Central,Personal Loan,Website,Corporate,74,51,683.27,179.26,67.75,No,3
TRX-10776,16-07-26 0:00,Alex,BR-002,North,Mortgage,Walk-in,SME,41,64,8546.78,280.1,94,No,3
TRX-10777,10-09-25 0:00,Drew,BR-002,South,Wealth Management,Website,Retail,32,76,17801.38,413.01,171.58,Yes,1
TRX-10778,10-09-25 0:00,Drew,BR-001,North,Wealth Management,Website,Retail,49,56,16128.2,72.44,59.71,Yes,3
TRX-10779,05-06-26 0:00,Taylor,BR-015,West,Personal Loan,Walk-in,High Net Worth,53,80,39672.46,321.53,277.12,Yes,4
TRX-10780,19-01-26 0:00,Alex,BR-005,North,Wealth Management,Walk-in,Retail,63,41,34187.75,413.05,45.96,No,5
TRX-10781,14-04-26 0:00,Taylor,BR-004,West,Personal Loan,Social Media,SME,73,32,15328.04,120.61,149.9,Yes,3
TRX-10782,28-01-26 0:00,Drew,BR-011,West,Wealth Management,Social Media,Retail,35,15,23158.32,56.76,126.11,Yes,5
TRX-10783,24-06-26 0:00,Morgan,BR-010,East,Wealth Management,Walk-in,SME,22,62,5230.18,190.72,149.92,Yes,2
TRX-10784,08-11-25 0:00,Jordan,BR-015,Central,Personal Loan,Referral,Retail,72,27,44958.25,314.66,87.47,No,2
TRX-10785,07-10-25 0:00,Alex,BR-002,West,Auto Loan,Social Media,Corporate,59,28,46803.53,112.23,186.53,Yes,3
TRX-10786,11-04-26 0:00,Jamie,BR-003,East,Wealth Management,Referral,High Net Worth,73,81,49000.28,241.76,189.74,No,5
TRX-10787,18-04-26 0:00,Drew,BR-007,Central,Mortgage,Walk-in,High Net Worth,64,64,43493.37,298.54,86.49,Yes,2
TRX-10788,13-06-26 0:00,Drew,BR-007,West,Auto Loan,Social Media,Corporate,74,110,9111.06,319.5,127.69,Yes,3
TRX-10789,11-04-26 0:00,Jamie,BR-012,West,Personal Loan,Website,Corporate,38,59,2786.73,173.49,57.36,Yes,5
TRX-10790,12-09-25 0:00,Sam,BR-004,North,Auto Loan,Walk-in,High Net Worth,23,114,29190.04,230.01,88.1,Yes,3
TRX-10791,11-02-26 0:00,Drew,BR-005,North,Credit Card,Email Campaign,Corporate,27,58,45673.95,400.25,79.92,Yes,5
TRX-10792,07-05-26 0:00,Casey,BR-005,Central,Credit Card,Referral,SME,63,2,9278.89,473.55,170.49,Yes,2
TRX-10793,08-02-26 0:00,Morgan,BR-006,West,Wealth Management,Walk-in,Retail,38,36,848.62,437.85,100.06,Yes,3
TRX-10794,17-11-25 0:00,Alex,BR-014,South,Wealth Management,Walk-in,High Net Worth,64,114,40372.05,303.93,203.67,Yes,2
TRX-10795,21-03-26 0:00,Jamie,BR-009,North,Mortgage,Social Media,Corporate,58,71,4301.39,234.63,78.39,Yes,3
TRX-10796,20-09-25 0:00,Casey,BR-002,Central,Auto Loan,Social Media,SME,57,13,20978.45,199.83,52.72,No,1
TRX-10797,02-05-26 0:00,Jamie,BR-005,West,Credit Card,Social Media,High Net Worth,53,15,34104.92,106.23,286.4,Yes,2
TRX-10798,06-02-26 0:00,Alex,BR-012,West,Wealth Management,Email Campaign,Corporate,64,89,12221.48,97.95,120.72,Yes,2
TRX-10799,15-02-26 0:00,Taylor,BR-003,South,Auto Loan,Social Media,High Net Worth,51,87,4656.15,359.76,280.18,Yes,4
TRX-10800,13-10-25 0:00,Alex,BR-004,Central,Wealth Management,Walk-in,Corporate,31,60,38616.05,166.91,40.68,Yes,2
TRX-10801,05-11-25 0:00,Sam,BR-010,West,Wealth Management,Social Media,High Net Worth,24,22,31693.67,164.6,44.07,Yes,5
TRX-10802,09-06-26 0:00,Alex,BR-006,North,Credit Card,Website,SME,38,63,49430.28,499.19,171.16,Yes,3
TRX-10803,30-08-25 0:00,Alex,BR-012,South,Credit Card,Social Media,SME,24,90,17543.25,134.57,136.18,Yes,1
TRX-10804,31-05-26 0:00,Sam,BR-008,Central,Wealth Management,Email Campaign,Retail,69,97,3557.24,116.63,37.32,Yes,5
TRX-10805,05-02-26 0:00,Morgan,BR-001,South,Personal Loan,Website,High Net Worth,54,75,36850.33,94.41,80.8,No,5
TRX-10806,12-07-26 0:00,Drew,BR-010,North,Wealth Management,Walk-in,Retail,49,74,26325.8,310.91,160.13,Yes,5
TRX-10807,11-11-25 0:00,Alex,BR-014,Central,Wealth Management,Walk-in,High Net Worth,44,25,11053.59,332.54,136.16,Yes,5
TRX-10808,27-08-25 0:00,Sam,BR-008,South,Mortgage,Referral,Corporate,42,101,39195.58,214.35,134.11,Yes,1
TRX-10809,10-06-26 0:00,Casey,BR-011,East,Mortgage,Website,Corporate,22,48,10585.9,290.94,63.67,Yes,4
TRX-10810,16-12-25 0:00,Taylor,BR-014,North,Mortgage,Referral,Retail,64,43,13402.75,404.78,76.25,No,2
TRX-10811,01-02-26 0:00,Taylor,BR-007,North,Personal Loan,Website,High Net Worth,26,117,5080.16,418.15,297.21,Yes,5
TRX-10812,01-12-25 0:00,Alex,BR-001,North,Personal Loan,Website,Retail,62,38,20271.9,481.06,49.52,Yes,2
TRX-10813,28-11-25 0:00,Morgan,BR-002,East,Wealth Management,Email Campaign,SME,45,41,21237,420.92,101.29,Yes,2
TRX-10814,28-09-25 0:00,Morgan,BR-003,East,Mortgage,Referral,Retail,41,45,25970.81,304.18,168.88,Yes,5
TRX-10815,27-08-25 0:00,Casey,BR-001,West,Personal Loan,Email Campaign,Retail,36,88,35593.73,130.85,47.84,No,4
TRX-10816,16-12-25 0:00,Alex,BR-014,South,Credit Card,Website,Corporate,51,40,45352,94.89,83.04,Yes,2
TRX-10817,15-02-26 0:00,Taylor,BR-009,West,Wealth Management,Walk-in,Retail,34,110,7317.84,74.53,123.02,Yes,3
TRX-10818,26-09-25 0:00,Morgan,BR-008,South,Auto Loan,Website,High Net Worth,59,97,3190.23,349.94,144.36,Yes,2
TRX-10819,15-02-26 0:00,Alex,BR-002,East,Wealth Management,Email Campaign,Corporate,48,17,1417.3,413.39,91.9,Yes,5
TRX-10820,20-02-26 0:00,Jamie,BR-013,East,Auto Loan,Referral,Retail,52,88,7609.26,278.91,72.5,Yes,1
TRX-10821,22-03-26 0:00,Morgan,BR-009,West,Mortgage,Referral,SME,48,101,33068.5,74.62,117.33,Yes,2
